
Vcb =0.4,Tox =2e-09,ND =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vgb (0),Shi_s (0),Qc (0),dq/dVgb (0)
-2.75,-1.48873375261992,0.0208259454295114,0.0165148828934105
-2.7,-1.48651270900026,0.0200008098394212,0.0164817350033535
-2.6500000000000004,-1.48419152768093,0.0191775259356529,0.0164454430503739
-2.6000000000000005,-1.48176027142333,0.0183562015710388,0.0164055205858665
-2.5500000000000007,-1.47920751056850,0.0175369997072097,0.0163613744549140
-2.500000000000001,-1.47651994854782,0.0167201337096311,0.0163122726218369
-2.450000000000001,-1.47368491004947,0.0159066940959335,0.0162573589855546
-2.4000000000000012,-1.47067520411200,0.0150946082496934,0.0161953016689775
-2.3500000000000014,-1.46747628987091,0.0142864800841578,0.0161247598593846
-2.3000000000000016,-1.46405882195180,0.0134822262001308,0.0160437308941028
-2.2500000000000018,-1.46038963177629,0.0126825921094258,0.0159496047060873
-2.200000000000002,-1.45643117906838,0.0118892973381470,0.0158389324233955
-2.150000000000002,-1.45210432648616,0.0110988239984652,0.0157059070663929
-2.1000000000000023,-1.44736202708356,0.0103174550256860,0.0155438597429911
-2.0500000000000025,-1.44209558921962,0.00954521580562367,0.0153412709193745
-2.0000000000000027,-1.43616567349476,0.00878474358222589,0.0150803807673089
-1.9500000000000026,-1.42935424635484,0.00803854866372017,0.0147308619958857
-1.9000000000000026,-1.42134731386872,0.00731352995358205,0.0142400436970501
-1.8500000000000025,-1.41160111095935,0.00661857852465479,0.0135061627385926
-1.8000000000000025,-1.39915355652418,0.00597057177969588,0.0123234782747792
-1.7500000000000024,-1.38215461213081,0.00540040551160798,0.0102836939032868
-1.7000000000000024,-1.35742498464910,0.00496412320579960,0.00696519938525330
-1.6500000000000024,-1.32234122977560,0.00470659738574926,0.00355961564637735
-1.6000000000000023,-1.28004911542898,0.00457349330565412,0.00207585915737059
-1.5500000000000023,-1.23545862598472,0.00448009437067716,0.00175189795602961
-1.5000000000000022,-1.19045221245786,0.00439387858849068,0.00171491259958833
-1.4500000000000022,-1.14544047067581,0.00430775481387751,0.00173354849151795
-1.4000000000000021,-1.10050304531473,0.00422034794396717,0.00176360088955404
-1.350000000000002,-1.05565850659542,0.00413133735831832,0.00179725118309609
-1.300000000000002,-1.01091490246573,0.00404058395107711,0.00183326154308632
-1.250000000000002,-0.966278906999243,0.00394797260577036,0.00187159157683436
-1.200000000000002,-0.921757521727686,0.00385338280507769,0.00191244267110553
-1.150000000000002,-0.877358424766192,0.00375668174835344,0.00195609320806703
-1.1000000000000019,-0.833090177358681,0.00365772133308940,0.00200287631856473
-1.0500000000000018,-0.788962414582999,0.00355633539574034,0.00205318517920984
-1.0000000000000018,-0.744986003165518,0.00345233633178663,0.00210748605996709
-0.9500000000000017,-0.701173286541916,0.00334551102810813,0.00216633645531955
-0.9000000000000017,-0.657538383106884,0.00323561572638499,0.00223040933462579
-0.8500000000000016,-0.614097542841069,0.00312236941359921,0.00230052586177508
-0.8000000000000016,-0.570869744822922,0.00300544563916811,0.00237769997183719
-0.7500000000000016,-0.527877145245972,0.00288446087964232,0.00246320117441232
-0.7000000000000015,-0.485146105582828,0.00275896011540515,0.00255864340806522
-0.6500000000000015,-0.442708308651873,0.00262839640996304,0.00266611546361542
-0.6000000000000014,-0.400602394498064,0.00249210259900292,0.00278837704680566
-0.5500000000000014,-0.358876304475063,0.00234925068271211,0.00292916334485890
-0.5000000000000013,-0.317590744845987,0.00219879174038741,0.00309367530117256
-0.45000000000000134,-0.276824792486163,0.00203936508252853,0.00328939661165858
-0.40000000000000135,-0.236683630650852,0.00186914928396026,0.00352750479948040
-0.35000000000000137,-0.197313276397756,0.00168562526121866,0.00382530352617371
-0.3000000000000014,-0.158923233735359,0.00148517586462412,0.00421020161462623
-0.2500000000000014,-0.121823245769441,0.00126245328613344,0.00472482818658572
-0.2000000000000014,-0.0864714641704651,0.00100954739983676,0.00542831419545951
-0.1500000000000014,-0.0535034779644555,0.000715484573015970,0.00637827690166556
-0.10000000000000141,-0.0236584291012502,0.000367489350863761,0.00757772863576056

Vcb =0.9581818181818182,Tox =2e-09,ND =500000000000000000000000,Phi_m =4.1,Qox =1e-05
Vgb (1),Shi_s (1),Qc (1),dq/dVgb (1)
-2.75,-2.01194682421252,0.0117921539986406,0.0157105210434790
-2.7,-2.00720958527311,0.0110106914284934,0.0155422529737016
-2.6500000000000004,-2.00192476145110,0.0102387492222617,0.0153294021296826
-2.6000000000000005,-1.99593744094952,0.00947922602807656,0.0150512664295103
-2.5500000000000007,-1.98900295989235,0.00873522572023677,0.0146718213102879
-2.500000000000001,-1.98075430204714,0.00801438110380721,0.0141264953207251
-2.450000000000001,-1.97054427292374,0.00732745019290263,0.0132872716511430
-2.4000000000000012,-1.95719164972620,0.00669520146947732,0.0118898914252996
-2.3500000000000014,-1.93838293974987,0.00615613784670721,0.00943145441632284
-2.3000000000000016,-1.91047788265295,0.00577468335917052,0.00569188980829299
-2.2500000000000018,-1.87205525875846,0.00557478599897303,0.00266009805628888
-2.200000000000002,-1.82794081999977,0.00547315694840450,0.00164782691229141
-2.150000000000002,-1.78235164343034,0.00539700234413284,0.00145523966347563
-2.1000000000000023,-1.73652221022094,0.00532499625611267,0.00143541523791710
-2.0500000000000025,-1.69069302605555,0.00525298586948321,0.00144689833619084
-2.0000000000000027,-1.64490790139677,0.00518021478225462,0.00146437158280789
-1.9500000000000026,-1.59917612319739,0.00510652265240034,0.00148349321566703
-1.9000000000000026,-1.55350113587714,0.00503184999739481,0.00150355732389891
-1.8500000000000025,-1.50788550365654,0.00495615251161076,0.00152448824374514
-1.8000000000000025,-1.46233177890915,0.00487938609184060,0.00154632358863473
-1.7500000000000024,-1.41684269150060,0.00480150405067494,0.00156912578615620
-1.7000000000000024,-1.37142111409430,0.00472245621106802,0.00159296757100649
-1.6500000000000024,-1.32607018443932,0.00464218861684004,0.00161793026883362
-1.6000000000000023,-1.28079327755338,0.00456064299729796,0.00164410453298538
-1.5500000000000023,-1.23559404601900,0.00447775628950848,0.00167159164675260
-1.5000000000000022,-1.19047645306398,0.00439346006715480,0.00170050516180167
-1.4500000000000022,-1.14544481086299,0.00430767987924746,0.00173097287392324
-1.4000000000000021,-1.10050382512891,0.00422033448024185,0.00176313920527088
-1.350000000000002,-1.05565864730859,0.00413133492886282,0.00179716809293743
-1.300000000000002,-1.01091493603157,0.00404058352717318,0.00183324651567323
-1.250000000000002,-0.966278929899628,0.00394797256384340,0.00187158883225029
-1.200000000000002,-0.921757534284631,0.00385338281555532,0.00191244216187209
-1.150000000000002,-0.877358425578881,0.00375668174709293,0.00195609311595956
-1.1000000000000019,-0.833090177387738,0.00365772133258760,0.00200287630168107
-1.0500000000000018,-0.788962414588421,0.00355633539564673,0.00205318517607274
-1.0000000000000018,-0.744986003166537,0.00345233633176904,0.00210748605938023
-0.9500000000000017,-0.701173286542109,0.00334551102810479,0.00216633645520896
-0.9000000000000017,-0.657538383106921,0.00323561572638435,0.00223040933460478
-0.8500000000000016,-0.614097542841076,0.00312236941359909,0.00230052586177105
-0.8000000000000016,-0.570869744822923,0.00300544563916809,0.00237769997183641
-0.7500000000000016,-0.527877145245972,0.00288446087964232,0.00246320117441217
-0.7000000000000015,-0.485146105582828,0.00275896011540515,0.00255864340806519
-0.6500000000000015,-0.442708308651873,0.00262839640996304,0.00266611546361541
-0.6000000000000014,-0.400602394498064,0.00249210259900292,0.00278837704680565
-0.5500000000000014,-0.358876304475063,0.00234925068271211,0.00292916334485890
-0.5000000000000013,-0.317590744845987,0.00219879174038741,0.00309367530117256
-0.45000000000000134,-0.276824792486163,0.00203936508252853,0.00328939661165858
-0.40000000000000135,-0.236683630650852,0.00186914928396026,0.00352750479948040
-0.35000000000000137,-0.197313276397756,0.00168562526121866,0.00382530352617371
-0.3000000000000014,-0.158923233735359,0.00148517586462412,0.00421020161462623
-0.2500000000000014,-0.121823245769441,0.00126245328613344,0.00472482818658572
-0.2000000000000014,-0.0864714641704651,0.00100954739983676,0.00542831419545951
-0.1500000000000014,-0.0535034779644555,0.000715484573015970,0.00637827690166556
-0.10000000000000141,-0.0236584291012502,0.000367489350863761,0.00757772863576056
